id,name,rating,download,tags
com.android1939.kards,KARDS - военная игра,"4,3",1 млн+,"Карточные игры,Карточные битвы,Казуальные игры,Однопользовательская игра,Стилизация,Современность,Вооруженные силы,Сухопутные войска,Соревновательная"
com.riotgames.legendsofruneterra,Legends of Runeterra,"4,5",10 млн+,"Карточные игры,Карточные битвы,Казуальные игры,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра,Стилизация,Сражения,Другое,Карты"
com.tfgco.games.strategy.free.castlecrush,Castle Crush：Карточные игры,"4,4",50 млн+,"Карточные игры,Карточные битвы,Многопользовательские игры,Соревновательная многопользовательская игра,Стилизация,Монстр,Сражения"
jp.konami.duellinks,Yu-Gi-Oh! Duel Links,"4,3",50 млн+,"Карточные игры,Карточные битвы,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра,Стилизация,Аниме,Другое,Карты,Фэнтези,Восточное фэнтези,Исэкай"
com.Gameplete.HeroesWanted,Heroes Wanted,"4,0",100+,"Карточные игры,Карточные битвы,Стилизация"
com.nomadgames.mysticvale,Mystic Vale,"3,5",10 тыс.+,"Карточные игры,Карточные битвы,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра,Стилизация,Соревновательная,Офлайн"
com.catdaddy.cat22,WWE SuperCard - Карточные Бои,"4,3",10 млн+,"Карточные игры,Карточные битвы,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра,Реализм,Другое,Карты,Спорт,Реслинг"
com.square_enix.android_googleplay.VoiceofCardsTheIsleDragonRoars,VoC: The Isle Dragon Roars,"4,5",1 тыс.+,"Карточные игры,Карточные битвы,Казуальные игры,Стилизация,Аниме"
jp.konami.masterduel,Yu-Gi-Oh! Master Duel,"4,3",10 млн+,"Карточные игры,Карточные битвы,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра,Стилизация,Другое,Карты,Соревновательная"
at.FairytaleSoftware.FairytaleFables,Fairytale Fables,"4,4",1 тыс.+,"Карточные игры,Карточные битвы,Многопользовательские игры,Соревновательная многопользовательская игра,Стилизация"
com.Everguild.WarhammerWarpforge,"Warhammer 40,000: Warpforge","4,3",500 тыс.+,"Карточные игры,Карточные битвы,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра,Стилизация,Соревновательная"
com.Everguild.HorusHeresy,Warhammer Horus Heresy Legions,"4,2",1 млн+,"Карточные игры,Карточные битвы,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра,Стилизация,Другое,Карты,Сражения"
com.playstack.balatro.android,Balatro,"4,6",1 млн+,"Карточные игры,Карточные битвы,Казуальные игры,Стилизация,Пикселизация"
com.tigrido.dictator2.paid,Диктатор 2: Эволюция,"3,6",10 тыс.+,"Карточные игры,Карточные битвы,Казуальные игры,Однопользовательская игра,Стилизация,Офлайн"
com.skytecgames.cardsheroes,Card Heroes: Карточные Игры,"4,3",1 млн+,"Карточные игры,Карточные битвы,Казуальные игры,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра,Стилизация,Соревновательная,Фэнтези"
jp.konami.masterduel,Yu-Gi-Oh! Master Duel,"4,3",10 млн+,"Карточные игры,Карточные битвы,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра,Стилизация,Другое,Карты,Соревновательная"
com.blizzard.wtcg.hearthstone,Hearthstone,"4,2",50 млн+,"Карточные игры,Карточные битвы,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра,Стилизация,Фэнтези,Средневековое фэнтези,Соревновательная"
com.wizards.mtga,Magic: The Gathering Arena,"4,1",5 млн+,"Карточные игры,Карточные битвы,Многопользовательские игры,Соревновательная многопользовательская игра,Стилизация,Сражения,Другое,Карты"
com.ubisoft.mightmagic.fates.tcg,Might & Magic Fates TCG,"4,5",100 тыс.+,"Карточные игры,Карточные битвы,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра,Стилизация,Соревновательная"
gg.sekai.nnc,NARUTO: Ninja Cards,"4,3",100 тыс.+,"Карточные игры,Карточные битвы,Однопользовательская игра,Стилизация,Соревновательная,Фэнтези,Восточное фэнтези,Исэкай"
jp.konami.duellinks,Yu-Gi-Oh! Duel Links,"4,3",50 млн+,"Карточные игры,Карточные битвы,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра,Стилизация,Аниме,Другое,Карты,Фэнтези,Восточное фэнтези,Исэкай"
com.square_enix.android_googleplay.VoiceofCardsTheForsakenMaiden,VoC: The Forsaken Maiden,"4,5",500+,"Карточные игры,Карточные битвы,Казуальные игры,Стилизация,Аниме"
com.leocool.duelheroes.googleplay,Duel Heroes: Magic TCG & CCG,"4,2",100 тыс.+,"Карточные игры,Карточные битвы,Стилизация,Фэнтези,Средневековое фэнтези"
com.riotgames.legendsofruneterra,Legends of Runeterra,"4,5",10 млн+,"Карточные игры,Карточные битвы,Казуальные игры,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра,Стилизация,Сражения,Другое,Карты"
com.tfgco.games.strategy.free.castlecrush,Castle Crush：Карточные игры,"4,4",50 млн+,"Карточные игры,Карточные битвы,Многопользовательские игры,Соревновательная многопользовательская игра,Стилизация,Монстр,Сражения"
com.catdaddy.cat22,WWE SuperCard - Карточные Бои,"4,3",10 млн+,"Карточные игры,Карточные битвы,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра,Реализм,Другое,Карты,Спорт,Реслинг"
com.square_enix.android_googleplay.VoiceofCardsTheBeastsofBurden,VoC: The Beasts of Burden,"4,2",1 тыс.+,"Карточные игры,Карточные битвы,Казуальные игры,Стилизация,Аниме"
com.Gameplete.HeroesWanted,Heroes Wanted,"4,0",100+,"Карточные игры,Карточные битвы,Стилизация"
com.nomadgames.mysticvale,Mystic Vale,"3,5",10 тыс.+,"Карточные игры,Карточные битвы,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра,Стилизация,Соревновательная,Офлайн"
com.square_enix.android_googleplay.VoiceofCardsTheIsleDragonRoars,VoC: The Isle Dragon Roars,"4,5",1 тыс.+,"Карточные игры,Карточные битвы,Казуальные игры,Стилизация,Аниме"
com.android1939.kards,KARDS - военная игра,"4,3",1 млн+,"Карточные игры,Карточные битвы,Казуальные игры,Однопользовательская игра,Стилизация,Современность,Вооруженные силы,Сухопутные войска,Соревновательная"
at.FairytaleSoftware.FairytaleFables,Fairytale Fables,"4,4",1 тыс.+,"Карточные игры,Карточные битвы,Многопользовательские игры,Соревновательная многопользовательская игра,Стилизация"
com.Everguild.WarhammerWarpforge,"Warhammer 40,000: Warpforge","4,3",500 тыс.+,"Карточные игры,Карточные битвы,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра,Стилизация,Соревновательная"
com.playstack.balatro.android,Balatro,"4,6",1 млн+,"Карточные игры,Карточные битвы,Казуальные игры,Стилизация,Пикселизация"
com.Everguild.HorusHeresy,Warhammer Horus Heresy Legions,"4,2",1 млн+,"Карточные игры,Карточные битвы,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра,Стилизация,Другое,Карты,Сражения"
com.tigrido.dictator2.paid,Диктатор 2: Эволюция,"3,6",10 тыс.+,"Карточные игры,Карточные битвы,Казуальные игры,Однопользовательская игра,Стилизация,Офлайн"
com.hiddenachievement.dfco,Кооператив игра Досье Дрездена,"4,1",1 тыс.+,"Карточные игры,Карточные битвы,Казуальные игры,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра,Стилизация,Офлайн"
net.obsidian.pacg1,Pathfinder Adventures,"3,5",500 тыс.+,"Карточные игры,Карточные битвы,Стилизация"
at.ner.SolitaireKlondike,Пасьянс - Русский,"4,5",10 млн+,"Карточные игры,Пасьянс,Казуальные игры,Однопользовательская игра,Реализм,Офлайн"
solitaire.patience.card.games.klondike.free,Пасьянс: карточная игра,"4,9",50 млн+,"Карточные игры,Пасьянс,Казуальные игры,Однопользовательская игра,Реализм,Офлайн"
com.hitappsgames.wordsolitaire,Пасьянс Солитер - Ассоциации,"4,7",10 млн+,"Словесные игры,Однопользовательская игра,Стилизация,Офлайн"
beetles.puzzle.solitaire,Пасьянс - классический пасьянс,"4,6",10 млн+,"Карточные игры,Пасьянс,Казуальные игры,Однопользовательская игра,Реализм,Офлайн"
com.kidultlovin.royalsolitaire,Пасьянс - Карточные игры Jenny,"4,6",1 млн+,"Карточные игры,Пасьянс,Казуальные игры,Однопользовательская игра,Стилизация,Животные,Собаки,Офлайн"
com.playvalve.solitaire,Пасьянс - классическая игра,"4,7",10 млн+,"Карточные игры,Пасьянс,Казуальные игры,Однопользовательская игра,Реализм,Офлайн"
com.tripledot.solitaire,Пасьянс (Solitaire.com),"4,7",10 млн+,"Карточные игры,Пасьянс,Казуальные игры,Однопользовательская игра,Реализм,Офлайн"
com.kilowood.word,Пасьянс Слов: Логика,"4,8",100 тыс.+,Словесные
com.losttemplegames.wordsolitaire,Word Solitaire Now!,"4,6",1 млн+,"Однопользовательская игра,Стилизация,Офлайн"
org.smapps.flash,Math Solitaire: Brain Puzzle,"3,8",100 тыс.+,Карточные
solitaire.word.association.connections.puzzle,Слово Пасьянс: Aссоциации,"4,8",500 тыс.+,"Словесные игры,Однопользовательская игра,Стилизация,Офлайн"
linkdesks.solitaire.rescue.story,Пасьянс Косынка: Спасение Игры,"4,7",1 млн+,"Симуляторы,Стиль жизни,Дизайн,Однопользовательская игра,Стилизация,Одиночная,Офлайн"
com.smilerlee.klondike,Solitaire,"4,5",10 млн+,"Карточные игры,Пасьянс,Казуальные игры,Однопользовательская игра,Реализм,Офлайн"
linkdesks.classicsolitaire.klondike.cardgames,Пасьянс Косынка с Рыбками,"4,9",5 млн+,"Карточные игры,Пасьянс,Казуальные игры,Однопользовательская игра,Стилизация,Мультфильмы,Океан,Офлайн"
com.solitaire.fish.klondike.card.aquarium,Пасьянс 3D-Рыбы,"4,6",10 млн+,"Карточные игры,Пасьянс,Казуальные игры,Однопользовательская игра,Стилизация,Океан,Офлайн"
spider.classic.solitaire.card.pgmaker,Пасьянс Паук,"4,8",5 млн+,"Карточные игры,Пасьянс,Пасьянс ""Паук"",Казуальные игры,Однопользовательская игра,Реализм,Офлайн"
com.solitaire.daily.challenge.card.game,Пасьянс «Косынка»,"4,6",5 млн+,"Карточные игры,Пасьянс,Казуальные игры,Однопользовательская игра,Реализм,Офлайн"
com.solitaire.klondike.my.magic.dragon.friends.cardgames,Солитер Драконы,"4,5",5 млн+,"Карточные игры,Пасьянс,Казуальные игры,Однопользовательская игра,Стилизация,Дракон,Офлайн"
at.ner.SolitaireSpider,Пасьянс Паук,"4,7",5 млн+,"Карточные игры,Пасьянс,Пасьянс ""Паук"",Казуальные игры,Однопользовательская игра,Реализм,Офлайн"
spider.solitaire.card.games.free.klondike.patience,Пасьянс Паук - карточные игры,"4,9",5 млн+,"Карточные игры,Пасьянс,Пасьянс ""Паук"",Казуальные игры,Однопользовательская игра,Реализм,Офлайн"
com.mongoosenet.bliss,Коллекция пасьянсов,"4,6",10 млн+,"Карточные игры,Пасьянс,Пасьянс ""Паук"",Казуальные игры,Однопользовательская игра,Реализм,Офлайн"
com.solitaire.klondike.patience.ocean.aquarium,Пасьянс-аквариум,"4,6",10 млн+,"Карточные игры,Пасьянс,Казуальные игры,Однопользовательская игра,Стилизация,Другое,Карты,Океан,Офлайн"
com.vitastudio.solitaire,Пасьянс Vita для пожилых,"4,9",5 млн+,"Карточные игры,Пасьянс,Однопользовательская игра,Реализм,Офлайн"
solitaire.classic.card.games.patience.klondike.free,Solitaire - Classic Card Games,"4,6",10 тыс.+,Карточные
com.playrix.fishdom_solitaire.gplay,Fishdom Solitaire,"4,6",5 млн+,"Карточные игры,Пасьянс,Казуальные игры,Однопользовательская игра,Стилизация,Другое,Карты,Океан,Офлайн"
com.solitaire.patience.klondike.classic.card.games,Пасьянс: карточные игры,"4,6",5 млн+,"Симуляторы,Стиль жизни,Дизайн,Однопользовательская игра,Стилизация,Курорт и отель,Офлайн"
linkdesks.classic.solitaire.klondike,Классический Пасьянс Косынка,"4,8",5 млн+,"Карточные игры,Пасьянс,Казуальные игры,Однопользовательская игра,Реализм,Офлайн"
com.uken.solitaire.story,Роман в пасьянсах: Ava's Manor,"4,6",1 млн+,"Симуляторы,Стиль жизни,Дизайн,Однопользовательская игра,Стилизация,Другое,Карты,Европа,Офлайн"
air.org.smapps.solitaire,Косынка-онлайн. Карточная игра,"3,4",100 тыс.+,"Карточные игры,Пасьянс,Казуальные игры,Стилизация"
com.mobilityware.solitaire,Solitaire,"4,5",100 млн+,"Карточные игры,Пасьянс,Казуальные игры,Однопользовательская игра,Реализм,Другое,Карты,Фэнтези,Офлайн"
air.ru.crazypanda.wpcm,Poker Game: World Poker Club,"4,4",10 млн+,"Казино,Азартные игры,Покер,Многопользовательские игры,Соревновательная многопользовательская игра,Реализм,Другое,Карты,Соревновательная"
com.wonderpeople.megahitpoker.global,Mega Hit Poker: Texas Holdem,"4,6",5 млн+,"Казино,Азартные игры,Покер,Техасский холдем,Казуальные игры,Многопользовательские игры,Соревновательная многопользовательская игра,Стилизация,Другое,Карты,Соревновательная"
com.zynga.livepoker,Zynga Poker ™ – Texas Holdem,"4,3",50 млн+,"Казино,Азартные игры,Покер,Техасский холдем,Казуальные игры,Многопользовательские игры,Соревновательная многопользовательская игра,Стилизация,Другое,Карты,Соревновательная"
com.redrocket.poker,Покер Оффлайн на русском языке,"4,6",5 млн+,"Казино,Азартные игры,Покер,Техасский холдем,Казуальные игры,Однопользовательская игра,Реализм,Офлайн"
com.kamagames.pokerist,Техасский покер: Pokerist,"4,5",10 млн+,"Казино,Азартные игры,Покер,Многопользовательские игры,Соревновательная многопользовательская игра,Стилизация,Другое,Карты,Соревновательная"
com.ptfarm.pokerrrr,Pokerrrr 2: Texas Holdem Poker,"4,2",1 млн+,"Казино,Азартные игры,Покер,Техасский холдем,Казуальные игры,Многопользовательские игры,Соревновательная многопользовательская игра,Реализм,Другое,Карты,Соревновательная"
com.kpgame.PokerBros,"PokerBROS: Play NLH, PLO, OFC","4,6",500 тыс.+,Социальные
com.dn.games.dtcpoker,Texas Holdem - Poker Legends,"4,5",500 тыс.+,"Казино,Азартные игры,Покер,Многопользовательские игры,Соревновательная многопользовательская игра,Стилизация,Другое,Карты"
com.neowiz.texasholdem.poker,House of Poker - Texas Holdem,"4,2",1 млн+,"Казино,Азартные игры,Покер,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра,Стилизация,Стилизованная реалистичная игра,Клубы и вечеринки,Другое,Карты"
air.com.murka.poker,Покер ТХ - Техасский Холдем,"3,7",500 тыс.+,"Казино,Азартные игры,Покер,Техасский холдем,Казуальные игры,Реализм"
com.comunix.pokerface,Poker Face: Texas Holdem Poker,"4,5",5 млн+,"Казино,Азартные игры,Покер,Техасский холдем,Казуальные игры,Многопользовательские игры,Соревновательная многопользовательская игра,Реализм,Другое,Карты,Соревновательная"
com.teenpatti.hd.gold,"Teen Patti GOLD, Rummy & Poker","4,4",100 млн+,"Казино,Азартные игры,Тин патти,Казуальные игры,Многопользовательские игры,Соревновательная многопользовательская игра,Реализм,Другое,Карты"
com.forevernine.texaspoker.android,Holdem or Foldem - Texas Poker,"4,6",1 млн+,"Казино,Азартные игры,Покер,Техасский холдем,Казуальные игры,Многопользовательские игры,Соревновательная многопользовательская игра,Реализм,Другое,Карты,Клубы и вечеринки"
com.me2on.fulpotgenius,"풀팟 홀덤 : 텍사스 홀덤, 포커, 토너먼트, 오마하","4,0",500 тыс.+,"Казино,Азартные игры,Покер,Казуальные игры,Многопользовательские игры,Соревновательная многопользовательская игра,Реализм,Другое,Карты"
com.lein.pppoker.android,PPPoker–Покер хостинг,"4,5",1 млн+,"Казино,Азартные игры,Покер,Казуальные игры,Многопользовательские игры,Соревновательная многопользовательская игра,Стилизация,Другое,Карты"
com.boyaa.androidmarketru,Texas Poker Русский(Boyaa),"3,9",1 млн+,"Казино,Азартные игры,Покер,Казуальные игры,Многопользовательские игры,Соревновательная многопользовательская игра,Стилизация,Стилизованная реалистичная игра"
com.murka.scatterholdem,Texas Holdem - Scatter Poker,"4,4",1 млн+,"Казино,Азартные игры,Покер,Техасский холдем,Многопользовательские игры,Соревновательная многопользовательская игра,Стилизация,Другое,Карты,Фэнтези,Средневековое фэнтези"
com.globalgamejourney.plive,Poker Live: Texas Holdem Game,"4,5",500 тыс.+,"Казино,Азартные игры,Покер,Техасский холдем,Казуальные игры,Многопользовательские игры,Соревновательная многопользовательская игра,Стилизация,Стилизованная реалистичная игра,Клубы и вечеринки,Другое,Карты"
eu.ganymede.pokerhd,Poker Texas Holdem Live Pro,"4,5",1 млн+,"Казино,Азартные игры,Покер,Техасский холдем,Казуальные игры,Многопользовательские игры,Соревновательная многопользовательская игра,Реализм"
com.kanily.chipsoffury,Покер с друзьями: ChipsOfFury,"4,5",100 тыс.+,"Казино,Азартные игры,Покер,Казуальные игры,Многопользовательские игры,Соревновательная многопользовательская игра,Реализм"
gsn.game.pusoy1,Pusoy ZingPlay - 13 cards game,"4,6",5 млн+,"Казино,Азартные игры,Покер,Казуальные игры,Многопользовательские игры,Соревновательная многопользовательская игра,Реализм"
com.ppgo.dis,PPPoker Go! Холдем По Видео,"2,7",10 тыс.+,"Казино,Азартные игры,Покер,Многопользовательские игры,Соревновательная многопользовательская игра,Стилизация,Соревновательная"
eu.ganymede.omahahd,Poker Omaha,"4,4",100 тыс.+,"Казино,Азартные игры,Покер,Казуальные игры,Многопользовательские игры,Соревновательная многопользовательская игра,Реализм,Другое,Карты"
com.leyu.texaspoker,Texas Poker:Texas Holdem,"4,4",10 тыс.+,Карточные
com.kamagames.setpoker,Set Poker от Pokerist,"4,5",100 тыс.+,"Казино,Азартные игры,Покер,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра,Стилизация,Соревновательная"
com.pokerfate.play,Poker Fate: ACG Texas Hold'em,"4,2",50 тыс.+,"Казино,Азартные игры,Покер,Техасский холдем,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра,Стилизация,Аниме,Соревновательная"
com.kamagames.ultimpoker,Ultimate Hold'em от Pokerist,"4,4",100 тыс.+,"Казино,Азартные игры,Покер,Техасский холдем,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра,Стилизация,Соревновательная"
com.velogames.velopoker,Velo Poker - Texas Holdem Game,"4,1",1 млн+,"Казино,Азартные игры,Покер,Техасский холдем,Многопользовательские игры,Соревновательная многопользовательская игра,Реализм,Соревновательная"
com.tap2jump.kefali,Poker Clash: Ranked Heads Up,1 т,,Карточные
com.Easy.Poker,EasyPoker - покер с друзьями,"3,7",100 тыс.+,"Казино,Азартные игры,Покер,Казуальные игры,Многопользовательские игры,Соревновательная многопользовательская игра,Реализм"
com.kamagames.blackjack,Блэкджек 21: Blackjackist,"4,6",10 млн+,"Казино,Азартные игры,Блек-джек,Казуальные игры,Многопользовательские игры,Соревновательная многопользовательская игра,Реализм,Другое,Карты,Соревновательная"
com.tripledot.blackjack,Blackjack,"4,5",5 млн+,"Казино,Азартные игры,Блек-джек,Казуальные игры,Однопользовательская игра,Реализм,Другое,Карты,Офлайн"
air.com.neon.games.WBT,Blackjack - World Tournament,"4,4",1 млн+,"Казино,Азартные игры,Блек-джек,Казуальные игры,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра"
com.fassor.android.blackjack,Blackjack,"4,5",1 млн+,"Казино,Азартные игры,Блек-джек,Казуальные игры,Однопользовательская игра,Реализм,Офлайн"
io.bbstud.bjc,Blackjack Championship,"4,2",500 тыс.+,"Казино,Азартные игры,Блек-джек,Казуальные игры,Многопользовательские игры,Соревновательная многопользовательская игра,Реализм,Другое,Карты,Соревновательная"
com.house.of.blackjack21.free.online.casino,House of Blackjack 21,"4,1",1 млн+,"Казино,Азартные игры,Блек-джек,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра,Стилизация,Другое,Карты"
com.kamagames.pokerist,Техасский покер: Pokerist,"4,5",10 млн+,"Казино,Азартные игры,Покер,Многопользовательские игры,Соревновательная многопользовательская игра,Стилизация,Другое,Карты,Соревновательная"
com.playstudios.myvegas.blackjack,myVEGAS Blackjack 21 — казино,"4,4",1 млн+,"Казино,Азартные игры,Блек-джек,Казуальные игры,Многопользовательские игры,Соревновательная многопользовательская игра,Реализм,Другое,Карты"
bds.mobile.casino.blackjack,Blackjack 21: online casino,"4,4",500 тыс.+,"Казино,Казуальные игры,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра,Реализм"
com.murka.scatterholdem,Texas Holdem - Scatter Poker,"4,4",1 млн+,"Казино,Азартные игры,Покер,Техасский холдем,Многопользовательские игры,Соревновательная многопользовательская игра,Стилизация,Другое,Карты,Фэнтези,Средневековое фэнтези"
tech.lausiv.blackjacktrainer,Ultimate Blackjack Trainer,"4,7",500+,Казино
com.funstage.gta,GameTwist Казино Слот,"4,5",10 млн+,"Казино,Азартные игры,Покер,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра,Стилизация,Соединение,Соревновательная"
com.trainer.bja,BJA: Card Counting Trainer Pro,"4,7",10 тыс.+,"Казино,Азартные игры,Блек-джек,Казуальные игры,Стилизация"
org.hongkong.bwbang.a,Lucky Bang:Online Casino,"4,7",100 тыс.+,"Казино,Азартные игры,Покер,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра,Стилизация,Соревновательная"
com.kamagames.setpoker,Set Poker от Pokerist,"4,5",100 тыс.+,"Казино,Азартные игры,Покер,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра,Стилизация,Соревновательная"
com.sozeray.yirmibir,Блэкджек! - Blackjack!,"4,3",1 млн+,"Казино,Азартные игры,Блек-джек,Казуальные игры,Однопользовательская игра,Реализм,Офлайн"
com.kamagames.ultimpoker,Ultimate Hold'em от Pokerist,"4,4",100 тыс.+,"Казино,Азартные игры,Покер,Техасский холдем,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра,Стилизация,Соревновательная"
com.kamagames.omahapoker,Омаха покер: Pokerist,"4,4",500 тыс.+,"Казино,Азартные игры,Блек-джек,Многопользовательские игры,Соревновательная многопользовательская игра,Стилизация,Другое,Карты,Современность"
com.kamagames.durak,Дурак Онлайн от Pokerist,"4,3",5 млн+,"Казино,Азартные игры,Покер,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра,Реализм,Другое,Карты,Соревновательная"
com.f5games.blackjack,Blackjack Masters - Play 21,"4,1",1 тыс.+,Казино
com.fun.blackjack.real.earn.game.money,Blackjack Fun: Earn Money,1 т,,Казуальные
io.mondraw.blackjack21,OFC Poker & Blackjack 21,"4,0",10 тыс.+,Карточные
com.nurigames.farkle,Фаркл Мания - Игровые автоматы,"4,4",500 тыс.+,"Казино,Азартные игры,Покер,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра,Стилизация"
com.kamagames.paigowpoker,Пай Гоу покер от Pokerist,"4,4",50 тыс.+,"Казино,Азартные игры,Покер,Техасский холдем,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра,Стилизация,Соревновательная"
com.memoriki.fullhousecasino,Full House Casino: Vegas Slots,"4,3",5 млн+,"Казино,Азартные игры,Покер,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра,Стилизация"
com.neowiz.texasholdem.poker,House of Poker - Texas Holdem,"4,2",1 млн+,"Казино,Азартные игры,Покер,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра,Стилизация,Стилизованная реалистичная игра,Клубы и вечеринки,Другое,Карты"
com.kamagames.videopoker,Видеопокер от Pokerist,"4,5",1 млн+,"Казино,Азартные игры,Блек-джек,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра,Стилизация,Другое,Карты,Соревновательная"
com.octro.pokerlive,Octro Poker Texas Holdem Slots,"4,2",1 млн+,"Казино,Азартные игры,Покер,Техасский холдем,Многопользовательские игры,Соревновательная многопользовательская игра,Стилизация,Стилизованная реалистичная игра,Другое,Карты,Современность"
com.kamagames.craps,Vegas Craps от Pokerist,"4,5",1 млн+,"Казино,Азартные игры,Покер,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра,Реализм"
app.simplejack.blackjack.card.game,SimpleJack 21: Блэкджек игра,100,,Карточные
com.matteljv.uno,UNO!™,"4,4",100 млн+,"Карточные игры,Сброс карт,Казуальные игры,Многопользовательские игры,Соревновательная многопользовательская игра,Стилизация,Другое,Карты,Соревновательная"
com.mattel163.uno2,UNO Wonder,"4,3",5 млн+,"Карточные игры,Сброс карт,Казуальные игры,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра,Реализм,Соревновательная,Офлайн"
com.OmSwastikaTech.UnoOffline,UNO Offline™,"3,5",500 тыс.+,Карточные
com.bombayplay.CardCrack,Card Party - Уно,"4,2",5 млн+,"Карточные игры,Сброс карт,Казуальные игры,Многопользовательские игры,Соревновательная многопользовательская игра,Реализм,Другое,Карты,Современность"
cn.iofun.uno.en,UNO Online Master: Card Game,"4,2",10 тыс.+,Карточные
com.NatoGames.UnoOffline,Uno Offline,"3,3",50 тыс.+,Карточные
com.patates.uno,OhNo! Uno أونو,"3,1",500 тыс.+,Казуальные игры
com.mobilaxy.wild.card.party.online.games.with.friends,Crazy 8s: карточные игры,"4,3",100 тыс.+,"Карточные игры,Сброс карт,Казуальные игры,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра,Офлайн"
com.mattel163.phase10,Phase 10,"4,7",10 млн+,"Карточные игры,Сброс карт,Казуальные игры,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра,Стилизация,Другое,Настольные игры,Другое,Карты,Офлайн"
com.mattel163.skipbo,Skip-Bo™: Solitaire Card Game,"4,8",10 млн+,"Карточные игры,Пасьянс,Казуальные игры,Однопользовательская игра,Стилизация,Другое,Карты,Соревновательная,Офлайн"
com.unu.friends.card.games,WILD - Игра в карты Онлайн,"4,6",5 млн+,"Карточные игры,Сброс карт,Казуальные игры,Стилизация"
com.bigcodegames.uno.king,Color & Number - Card Game,"3,8",500 тыс.+,"Карточные игры,Казуальные игры,Однопользовательская игра,Офлайн"
eu.Robinko.uno,DUO & Friends – Uno Cards,"3,5",1 млн+,"Карточные игры,Сброс карт,Казуальные игры,Многопользовательские игры,Соревновательная многопользовательская игра,Реализм"
com.okasoft.duo,Duo Card Game,"4,8",500+,Карточные
com.bombayplay.TwentyNine,Card Game 29 - Multiplayer Pro,"4,1",500 тыс.+,"Карточные игры,Классическая карточная игра,Казуальные игры,Многопользовательские игры,Соревновательная многопользовательская игра,Реализм"
com.UNO_GO.customer,UNO-GO,"4,2",5 тыс.+,Бизнес
uno.free.card.game,Classic Duo,"3,8",5 млн+,"Карточные игры,Сброс карт,Казуальные игры,Многопользовательские игры,Соревновательная многопользовательская игра,Однопользовательская игра,Реализм,Офлайн"
com.dynamitegamesstudio.crazyeights,Crazy Eights : Card Game,"4,1",1 тыс.+,Карточные
com.cgv.lightninguno,Happy Card Party:Lightning Uno,"3,4",10 тыс.+,Карточные
com.mnarinsky.uno_score_keeper,Uno Score Keeper,"4,4",100 тыс.+,Развлечения
crazyeights.maumau.crazy8.free.online.offline.classic.card.game,Crazy 8s: Classic Card Game,"4,7",100 тыс.+,Карточные игры
com.gamepoint.cardparty,Cardparty,"3,9",100 тыс.+,"Карточные игры,Сброс карт,Казуальные игры,Многопользовательские игры,Соревновательная многопользовательская игра,Реализм,Другое,Карты"
com.vayuputra.UnoSpace,Uno  Space,"4,3",1 тыс.+,Карточные
com.eastudios.cardsclub,Ultimate Offline Card Games,"4,1",100 тыс.+,Карточные
